action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,prompt_len,std_ms,variant,warmup_iters,worker_rank
329.6247706959449,10,100,32.96247706959449,work_dirs/pi05_libero10_task0_with_l_pixshuffle/checkpoints/step-008460-epoch-60-loss=0.0918.safetensors,4854.8916015625,configs/pi05/pi05_libero10_task0_with_l_pixshuffle_inference.py,3,cuda:0,bfloat16,224,82.29470490000676,30.737407684326172,30.337525844573975,30.14041519165039,6.736800193786621,2,1,-0.0060160099528729916,"[1, 10, 32]",0.15307961404323578,30.313472747802734,30.391193771362307,30.50961933135986,30.635017852783204,12.035519123077393,32,0.07698079218350162,accelerated,10,0
