action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,prompt_len,std_ms,variant,warmup_iters,worker_rank
257.0098118807572,10,100,25.70098118807572,work_dirs/pi05_libero10_task0_with_l/checkpoints/latest-checkpoint.safetensors,2456.782958984375,work_dirs/pi05_task0_accel_compare/task0_accel_final/configs/pi05_task0_with_l_accelerated.py,3,cuda:0,bfloat16,224,160.80212864099303,44.95462417602539,38.90902034759522,38.54336166381836,6.747982025146484,2,1,0.026171786710619926,"[1, 10, 32]",0.20067548751831055,38.66419219970703,39.01009941101074,39.306548881530766,44.917115478515626,12.089590549468994,32,1.061477436217527,accelerated,10,0
