action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,per_worker_action_step_hz,per_worker_chunk_hz,prompt_len,std_ms,variant,warmup_iters,worker_rank
1285.3289134687109,10,100,128.53289134687105,work_dirs/pi05_libero10_task0_no_l/checkpoints/latest-checkpoint.safetensors,2382.464111328125,work_dirs/pi05_task0_accel_compare/task0_accel_final/configs/pi05_task0_no_l_accelerated.py,"3,4,5,6,7","cuda:0,cuda:1,cuda:2,cuda:3,cuda:4",bfloat16,224,273.6171911850106,46.51929473876953,38.90102478027344,38.28326416015625,33.73991012573242,2,5,-0.1719755083322525,"[1, 10, 32]",0.5377242565155029,38.54090194702148,38.77937141418457,41.18727703094482,44.59291035461426,60.446739196777344,257.0657826937421,25.706578269374212,0,1.4191420834975017,accelerated,10,aggregate
