action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,prompt_len,std_ms,variant,warmup_iters,worker_rank
329.45407477635763,10,100,32.94540747763576,work_dirs/pi05_libero10_task0_with_l_pixshuffle/checkpoints/latest-checkpoint.safetensors,1371.9306640625,work_dirs/pi05_task0_with_l_pixshuffle_compare/pix_epoch140_vs_no_pix/configs/pi05_task0_pix_latest_accelerated.py,7,cuda:0,bfloat16,224,118.1552386470139,31.050752639770508,30.353244247436525,30.284799575805664,6.736800193786621,2,1,-0.006408333778381348,"[1, 10, 32]",0.15490840375423431,30.326272010803223,30.416999053955077,30.53501491546631,30.673633880615235,12.035519123077393,32,0.09663710333773837,accelerated,10,0
