action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,per_worker_action_step_hz,per_worker_chunk_hz,prompt_len,std_ms,variant,warmup_iters,worker_rank
1967.3607846126188,10,100,196.73607846126188,work_dirs/pi05_libero10_task0_with_l_pixshuffle_mlp/checkpoints/latest-checkpoint.safetensors,2803.474365234375,work_dirs/pi05_task0_with_l_pixshuffle_compare/mlp_vs_base/configs/pi05_task0_pix_mlp_latest_accelerated.py,"2,3,4,5,6,7","cuda:0,cuda:1,cuda:2,cuda:3,cuda:4,cuda:5",bfloat16,224,267.8156626379932,36.03456115722656,30.498404699961345,30.029823303222656,40.49498748779297,2,6,-0.07396389544010162,"[1, 10, 32]",0.6306885480880737,30.288384755452473,30.431334590911863,31.958545557657875,34.07827308654785,72.36805057525635,327.8934641021031,32.789346410210314,32,0.8113656052928082,accelerated,10,aggregate
