ckpt_path,config_path,cuda_visible_devices,episodes,eval_file,log_path,nproc_per_node,requested_variant,seed,source_config_path,success_rate_pct,successes,triton_max_prompt_len
work_dirs/pi05_libero10_task0_with_l/checkpoints/latest-checkpoint.safetensors,work_dirs/pi05_task0_with_l_pixshuffle_compare/pix_epoch140_vs_no_pix/configs/pi05_task0_with_l_last_accelerated.py,"1,4,5,6,7",50.0,/home/guohao/FluxVLA/work_dirs/pi05_libero10_task0_with_l/EVAL-libero_10-pi0-2026_06_06-19_01_59.txt,work_dirs/pi05_task0_with_l_pixshuffle_compare/pix_epoch140_vs_no_pix/logs/pix_epoch140_vs_no_pix_with_l_last_success_seed7.log,5,with_l_last,7,configs/pi05/pi05_paligemma_libero_10_full_inference.py,92.0,46.0,
work_dirs/pi05_libero10_task0_with_l_pixshuffle/checkpoints/latest-checkpoint.safetensors,work_dirs/pi05_task0_with_l_pixshuffle_compare/pix_epoch140_vs_no_pix/configs/pi05_task0_pix_latest_accelerated.py,"1,4,5,6,7",50.0,/home/guohao/FluxVLA/work_dirs/pi05_libero10_task0_with_l_pixshuffle/EVAL-libero_10-pi0-2026_06_06-19_06_44.txt,work_dirs/pi05_task0_with_l_pixshuffle_compare/pix_epoch140_vs_no_pix/logs/pix_epoch140_vs_no_pix_pix_latest_success_seed7.log,5,pix_latest,7,configs/pi05/pi05_libero10_task0_with_l_pixshuffle_inference.py,86.0,43.0,
