action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,prompt_len,std_ms,variant,warmup_iters,worker_rank
247.35869921633025,10,100,24.735869921633025,work_dirs/pi05_libero10_task0_with_l/checkpoints/latest-checkpoint.safetensors,5446.3642578125,work_dirs/pi05_task0_with_l_pixshuffle_compare/pix_epoch140_vs_no_pix_prompt21/configs/pi05_task0_with_l_last_accelerated_prompt21.py,7,cuda:0,bfloat16,224,130.72447503200965,52.3765754699707,40.427120742797854,40.09062576293945,6.736800193786621,2,1,0.04319458082318306,"[1, 10, 32]",0.27536046504974365,40.172542572021484,40.7282699584961,40.96516990661621,41.441147346496635,12.07136869430542,21,1.2316480835123909,accelerated,10,0
