action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,prompt_len,std_ms,variant,warmup_iters,worker_rank
315.6768715242868,10,100,31.56768715242868,work_dirs/pi05_libero10_task0_with_l_pixshuffle/checkpoints/latest-checkpoint.safetensors,12008.71875,work_dirs/pi05_task0_with_l_pixshuffle_compare/pix_epoch140_vs_no_pix_prompt21/configs/pi05_task0_pix_latest_accelerated_prompt21.py,7,cuda:0,bfloat16,224,173.58057329803705,50.9040641784668,31.677962188720702,30.58585548400879,6.736800193786621,2,1,0.0010842919582501054,"[1, 10, 32]",0.14349722862243652,30.767104148864746,31.435776138305663,37.52140808105469,48.34837440490724,12.033305644989014,21,3.2032228924682893,accelerated,10,0
