action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,per_worker_action_step_hz,per_worker_chunk_hz,prompt_len,std_ms,variant,warmup_iters,worker_rank
1968.2574065981744,10,100,196.82574065981743,work_dirs/pi05_libero10_task0_with_l_pixshuffle/checkpoints/latest-checkpoint.safetensors,2678.394775390625,work_dirs/pi05_task0_with_l_pixshuffle_compare/mlp_vs_mean/configs/pi05_task0_pix_lastest_accelerated.py,"2,3,4,5,6,7","cuda:0,cuda:1,cuda:2,cuda:3,cuda:4,cuda:5",bfloat16,224,244.82447373104515,36.61209487915039,30.484442427953084,30.111743927001953,40.42080116271973,2,6,-0.007798548322170973,"[1, 10, 32]",0.1532771736383438,30.3241384824117,30.39556293487549,31.58473369280497,33.11601356824239,72.21970653533936,328.0429010996957,32.80429010996957,32,0.6297585304132438,accelerated,10,aggregate
