action_step_hz,action_steps_per_call,bench_iters,chunk_hz,ckpt_path,cold_start_ms,config,cuda_visible_devices,device,dtype,image_size,load_seconds,max_ms,mean_ms,min_ms,model_allocated_gib_after_load,num_views,num_workers,output_mean,output_shape,output_std,p50_ms,p90_ms,p95_ms,p99_ms,peak_allocated_gib_during_benchmark,per_worker_action_step_hz,per_worker_chunk_hz,prompt_len,std_ms,variant,warmup_iters,worker_rank
1966.1882981201925,10,100,196.61882981201921,work_dirs/pi05_libero10_task0_with_l_pixshuffle_mlp/checkpoints/latest-checkpoint.safetensors,2515.210205078125,work_dirs/pi05_task0_with_l_pixshuffle_compare/mlp_vs_mean/configs/pi05_task0_pix_mlp_latest_accelerated.py,"2,3,4,5,6,7","cuda:0,cuda:1,cuda:2,cuda:3,cuda:4,cuda:5",bfloat16,224,251.11900126602268,36.25983810424805,30.516590967178345,30.076927185058594,40.49498748779297,2,6,-0.1046837717294693,"[1, 10, 32]",0.7373329401016235,30.29794152577718,30.355302619934083,32.81140882174174,33.97448647816976,72.36805057525635,327.69804968669877,32.769804968669874,32,0.8286853458528801,accelerated,10,aggregate
